version_number,tool_id,tool_name,trusted,released_at,major_version_number,commit_url,source_url,release_source,no_of_stacks,lts,eol_info,support_info,tool_version_External_Factors_Freshness_Distance_from_latest_version,tool_version_External_Factors_Last_commit_date_of_the_package,tool_version_External_Factors_Security_Vulnerabilities,star_count,forks_count,watch_count,release_count,last_release_date,contributor_count,license,activiy,Dependent_count,Repo_Count_For_A_Tools,Repo_Count_For_A_Tools_Current_Version,Repo_Count_For_A_Tools_Version_wise,score
1.18.10,5577,nodemon,TRUE,2019-02-08 22:20:16 UTC,1,https://github.com/remy/nodemon/commit/fb0c078013c4b50a7e47f415aee9cf9168fc16db,https://libraries.io/npm/nodemon/1.18.10,github,6,,,,3,5,3,5,5,5,3,2023-07-09T11:01:23.703Z,5,5,5,939,189,6,"[{""version"": ""2.0.4"", ""no"": 32}, {""version"": ""1.18.11"", ""no"": 2}, {""version"": ""1.18.10"", ""no"": 6}, {""version"": ""1.19.4"", ""no"": 15}, {""version"": ""2.0.2"", ""no"": 37}, {""version"": ""1.18.9"", ""no"": 5}, {""version"": ""1.19.3"", ""no"": 3}, {""version"": ""2.0.3"", ""no"": 8}, {""version"": ""1.17.5"", ""no"": 6}, {""version"": ""1.19.1"", ""no"": 14}, {""version"": ""1.17.3"", ""no"": 5}, {""version"": ""1.19.2"", ""no"": 3}, {""version"": ""2.0.1"", ""no"": 0}, {""version"": ""1.11.0"", ""no"": 18}, {""version"": ""1.19.0"", ""no"": 3}, {""version"": ""1.9.1"", ""no"": 1}, {""version"": ""1.15.1"", ""no"": 0}, {""version"": ""1.18.3"", ""no"": 6}, {""version"": ""1.12.1"", ""no"": 3}, {""version"": ""1.14.11"", ""no"": 1}, {""version"": ""1.4.0"", ""no"": 0}, {""version"": ""1.10.0"", ""no"": 2}, {""version"": ""1.3.7"", ""no"": 1}, {""version"": ""1.18.6"", ""no"": 3}, {""version"": ""1.17.4"", ""no"": 4}, {""version"": ""1.14.7"", ""no"": 0}, {""version"": ""1.14.12"", ""no"": 1}, {""version"": ""1.18.4"", ""no"": 6}, {""version"": ""1.17.2"", ""no"": 0}, {""version"": ""1.18.7"", ""no"": 0}, {""version"": ""1.13.3"", ""no"": 1}, {""version"": ""1.2.1"", ""no"": 1}, {""version"": ""1.18.5"", ""no"": 1}, {""version"": ""1.18.2"", ""no"": 1}, {""version"": ""1.12.0"", ""no"": 0}, {""version"": ""1.18.8"", ""no"": 0}]",0
1.17.5,5577,nodemon,TRUE,2018-05-23 07:19:38 UTC,1,https://github.com/remy/nodemon/commit/b3fc3a9aa9ae446b9a7ebc6a3836129376d2720a,https://libraries.io/npm/nodemon/1.17.5,github,6,,,,3,5,3,5,5,5,3,2023-07-09T11:01:23.703Z,5,5,5,939,189,6,"[{""version"": ""2.0.4"", ""no"": 32}, {""version"": ""1.18.11"", ""no"": 2}, {""version"": ""1.18.10"", ""no"": 6}, {""version"": ""1.19.4"", ""no"": 15}, {""version"": ""2.0.2"", ""no"": 37}, {""version"": ""1.18.9"", ""no"": 5}, {""version"": ""1.19.3"", ""no"": 3}, {""version"": ""2.0.3"", ""no"": 8}, {""version"": ""1.17.5"", ""no"": 6}, {""version"": ""1.19.1"", ""no"": 14}, {""version"": ""1.17.3"", ""no"": 5}, {""version"": ""1.19.2"", ""no"": 3}, {""version"": ""2.0.1"", ""no"": 0}, {""version"": ""1.11.0"", ""no"": 18}, {""version"": ""1.19.0"", ""no"": 3}, {""version"": ""1.9.1"", ""no"": 1}, {""version"": ""1.15.1"", ""no"": 0}, {""version"": ""1.18.3"", ""no"": 6}, {""version"": ""1.12.1"", ""no"": 3}, {""version"": ""1.14.11"", ""no"": 1}, {""version"": ""1.4.0"", ""no"": 0}, {""version"": ""1.10.0"", ""no"": 2}, {""version"": ""1.3.7"", ""no"": 1}, {""version"": ""1.18.6"", ""no"": 3}, {""version"": ""1.17.4"", ""no"": 4}, {""version"": ""1.14.7"", ""no"": 0}, {""version"": ""1.14.12"", ""no"": 1}, {""version"": ""1.18.4"", ""no"": 6}, {""version"": ""1.17.2"", ""no"": 0}, {""version"": ""1.18.7"", ""no"": 0}, {""version"": ""1.13.3"", ""no"": 1}, {""version"": ""1.2.1"", ""no"": 1}, {""version"": ""1.18.5"", ""no"": 1}, {""version"": ""1.18.2"", ""no"": 1}, {""version"": ""1.12.0"", ""no"": 0}, {""version"": ""1.18.8"", ""no"": 0}]",0
1.17.4,5577,nodemon,TRUE,2018-05-05 19:23:46 UTC,1,https://github.com/remy/nodemon/commit/ee2aac1651c24243d1630631449b4636265dd1d9,https://libraries.io/npm/nodemon/1.17.4,github,4,,,,3,5,3,5,5,5,3,2023-07-09T11:01:23.703Z,5,5,5,939,189,4,"[{""version"": ""2.0.4"", ""no"": 32}, {""version"": ""1.18.11"", ""no"": 2}, {""version"": ""1.18.10"", ""no"": 6}, {""version"": ""1.19.4"", ""no"": 15}, {""version"": ""2.0.2"", ""no"": 37}, {""version"": ""1.18.9"", ""no"": 5}, {""version"": ""1.19.3"", ""no"": 3}, {""version"": ""2.0.3"", ""no"": 8}, {""version"": ""1.17.5"", ""no"": 6}, {""version"": ""1.19.1"", ""no"": 14}, {""version"": ""1.17.3"", ""no"": 5}, {""version"": ""1.19.2"", ""no"": 3}, {""version"": ""2.0.1"", ""no"": 0}, {""version"": ""1.11.0"", ""no"": 18}, {""version"": ""1.19.0"", ""no"": 3}, {""version"": ""1.9.1"", ""no"": 1}, {""version"": ""1.15.1"", ""no"": 0}, {""version"": ""1.18.3"", ""no"": 6}, {""version"": ""1.12.1"", ""no"": 3}, {""version"": ""1.14.11"", ""no"": 1}, {""version"": ""1.4.0"", ""no"": 0}, {""version"": ""1.10.0"", ""no"": 2}, {""version"": ""1.3.7"", ""no"": 1}, {""version"": ""1.18.6"", ""no"": 3}, {""version"": ""1.17.4"", ""no"": 4}, {""version"": ""1.14.7"", ""no"": 0}, {""version"": ""1.14.12"", ""no"": 1}, {""version"": ""1.18.4"", ""no"": 6}, {""version"": ""1.17.2"", ""no"": 0}, {""version"": ""1.18.7"", ""no"": 0}, {""version"": ""1.13.3"", ""no"": 1}, {""version"": ""1.2.1"", ""no"": 1}, {""version"": ""1.18.5"", ""no"": 1}, {""version"": ""1.18.2"", ""no"": 1}, {""version"": ""1.12.0"", ""no"": 0}, {""version"": ""1.18.8"", ""no"": 0}]",0
1.17.3,5577,nodemon,TRUE,2018-03-31 07:56:29 UTC,1,https://github.com/remy/nodemon/commit/aa18c806b37715a5b13aa7660e098f1fe7319a1c,https://libraries.io/npm/nodemon/1.17.3,github,5,,,,3,5,3,5,5,5,3,2023-07-09T11:01:23.703Z,5,5,5,939,189,5,"[{""version"": ""2.0.4"", ""no"": 32}, {""version"": ""1.18.11"", ""no"": 2}, {""version"": ""1.18.10"", ""no"": 6}, {""version"": ""1.19.4"", ""no"": 15}, {""version"": ""2.0.2"", ""no"": 37}, {""version"": ""1.18.9"", ""no"": 5}, {""version"": ""1.19.3"", ""no"": 3}, {""version"": ""2.0.3"", ""no"": 8}, {""version"": ""1.17.5"", ""no"": 6}, {""version"": ""1.19.1"", ""no"": 14}, {""version"": ""1.17.3"", ""no"": 5}, {""version"": ""1.19.2"", ""no"": 3}, {""version"": ""2.0.1"", ""no"": 0}, {""version"": ""1.11.0"", ""no"": 18}, {""version"": ""1.19.0"", ""no"": 3}, {""version"": ""1.9.1"", ""no"": 1}, {""version"": ""1.15.1"", ""no"": 0}, {""version"": ""1.18.3"", ""no"": 6}, {""version"": ""1.12.1"", ""no"": 3}, {""version"": ""1.14.11"", ""no"": 1}, {""version"": ""1.4.0"", ""no"": 0}, {""version"": ""1.10.0"", ""no"": 2}, {""version"": ""1.3.7"", ""no"": 1}, {""version"": ""1.18.6"", ""no"": 3}, {""version"": ""1.17.4"", ""no"": 4}, {""version"": ""1.14.7"", ""no"": 0}, {""version"": ""1.14.12"", ""no"": 1}, {""version"": ""1.18.4"", ""no"": 6}, {""version"": ""1.17.2"", ""no"": 0}, {""version"": ""1.18.7"", ""no"": 0}, {""version"": ""1.13.3"", ""no"": 1}, {""version"": ""1.2.1"", ""no"": 1}, {""version"": ""1.18.5"", ""no"": 1}, {""version"": ""1.18.2"", ""no"": 1}, {""version"": ""1.12.0"", ""no"": 0}, {""version"": ""1.18.8"", ""no"": 0}]",0
1.17.2,5577,nodemon,TRUE,2018-03-13 21:51:42 UTC,1,https://github.com/remy/nodemon/commit/89d6062c687dce31f7878f3b7f427ed332e5cdd9,https://libraries.io/npm/nodemon/1.17.2,github,0,,,,3,5,3,5,5,5,3,2023-07-09T11:01:23.703Z,5,5,5,939,189,0,"[{""version"": ""2.0.4"", ""no"": 32}, {""version"": ""1.18.11"", ""no"": 2}, {""version"": ""1.18.10"", ""no"": 6}, {""version"": ""1.19.4"", ""no"": 15}, {""version"": ""2.0.2"", ""no"": 37}, {""version"": ""1.18.9"", ""no"": 5}, {""version"": ""1.19.3"", ""no"": 3}, {""version"": ""2.0.3"", ""no"": 8}, {""version"": ""1.17.5"", ""no"": 6}, {""version"": ""1.19.1"", ""no"": 14}, {""version"": ""1.17.3"", ""no"": 5}, {""version"": ""1.19.2"", ""no"": 3}, {""version"": ""2.0.1"", ""no"": 0}, {""version"": ""1.11.0"", ""no"": 18}, {""version"": ""1.19.0"", ""no"": 3}, {""version"": ""1.9.1"", ""no"": 1}, {""version"": ""1.15.1"", ""no"": 0}, {""version"": ""1.18.3"", ""no"": 6}, {""version"": ""1.12.1"", ""no"": 3}, {""version"": ""1.14.11"", ""no"": 1}, {""version"": ""1.4.0"", ""no"": 0}, {""version"": ""1.10.0"", ""no"": 2}, {""version"": ""1.3.7"", ""no"": 1}, {""version"": ""1.18.6"", ""no"": 3}, {""version"": ""1.17.4"", ""no"": 4}, {""version"": ""1.14.7"", ""no"": 0}, {""version"": ""1.14.12"", ""no"": 1}, {""version"": ""1.18.4"", ""no"": 6}, {""version"": ""1.17.2"", ""no"": 0}, {""version"": ""1.18.7"", ""no"": 0}, {""version"": ""1.13.3"", ""no"": 1}, {""version"": ""1.2.1"", ""no"": 1}, {""version"": ""1.18.5"", ""no"": 1}, {""version"": ""1.18.2"", ""no"": 1}, {""version"": ""1.12.0"", ""no"": 0}, {""version"": ""1.18.8"", ""no"": 0}]",0
1.15.1,5577,nodemon,TRUE,2018-02-19 16:54:36 UTC,1,https://github.com/remy/nodemon/commit/1cda8fae4333f3e37c54d0923d99b9132fb6a010,https://libraries.io/npm/nodemon/1.15.1,github,0,,,,3,5,3,5,5,5,3,2023-07-09T11:01:23.703Z,5,5,5,939,189,0,"[{""version"": ""2.0.4"", ""no"": 32}, {""version"": ""1.18.11"", ""no"": 2}, {""version"": ""1.18.10"", ""no"": 6}, {""version"": ""1.19.4"", ""no"": 15}, {""version"": ""2.0.2"", ""no"": 37}, {""version"": ""1.18.9"", ""no"": 5}, {""version"": ""1.19.3"", ""no"": 3}, {""version"": ""2.0.3"", ""no"": 8}, {""version"": ""1.17.5"", ""no"": 6}, {""version"": ""1.19.1"", ""no"": 14}, {""version"": ""1.17.3"", ""no"": 5}, {""version"": ""1.19.2"", ""no"": 3}, {""version"": ""2.0.1"", ""no"": 0}, {""version"": ""1.11.0"", ""no"": 18}, {""version"": ""1.19.0"", ""no"": 3}, {""version"": ""1.9.1"", ""no"": 1}, {""version"": ""1.15.1"", ""no"": 0}, {""version"": ""1.18.3"", ""no"": 6}, {""version"": ""1.12.1"", ""no"": 3}, {""version"": ""1.14.11"", ""no"": 1}, {""version"": ""1.4.0"", ""no"": 0}, {""version"": ""1.10.0"", ""no"": 2}, {""version"": ""1.3.7"", ""no"": 1}, {""version"": ""1.18.6"", ""no"": 3}, {""version"": ""1.17.4"", ""no"": 4}, {""version"": ""1.14.7"", ""no"": 0}, {""version"": ""1.14.12"", ""no"": 1}, {""version"": ""1.18.4"", ""no"": 6}, {""version"": ""1.17.2"", ""no"": 0}, {""version"": ""1.18.7"", ""no"": 0}, {""version"": ""1.13.3"", ""no"": 1}, {""version"": ""1.2.1"", ""no"": 1}, {""version"": ""1.18.5"", ""no"": 1}, {""version"": ""1.18.2"", ""no"": 1}, {""version"": ""1.12.0"", ""no"": 0}, {""version"": ""1.18.8"", ""no"": 0}]",0
1.14.7,5577,nodemon,TRUE,2017-12-31 20:13:05 UTC,1,https://github.com/remy/nodemon/commit/6e7ce4bbe267336a00346101f42ad4eb05285dac,https://libraries.io/npm/nodemon/1.14.7,github,0,,,,3,5,3,5,5,5,3,2023-07-09T11:01:23.703Z,5,5,5,939,189,0,"[{""version"": ""2.0.4"", ""no"": 32}, {""version"": ""1.18.11"", ""no"": 2}, {""version"": ""1.18.10"", ""no"": 6}, {""version"": ""1.19.4"", ""no"": 15}, {""version"": ""2.0.2"", ""no"": 37}, {""version"": ""1.18.9"", ""no"": 5}, {""version"": ""1.19.3"", ""no"": 3}, {""version"": ""2.0.3"", ""no"": 8}, {""version"": ""1.17.5"", ""no"": 6}, {""version"": ""1.19.1"", ""no"": 14}, {""version"": ""1.17.3"", ""no"": 5}, {""version"": ""1.19.2"", ""no"": 3}, {""version"": ""2.0.1"", ""no"": 0}, {""version"": ""1.11.0"", ""no"": 18}, {""version"": ""1.19.0"", ""no"": 3}, {""version"": ""1.9.1"", ""no"": 1}, {""version"": ""1.15.1"", ""no"": 0}, {""version"": ""1.18.3"", ""no"": 6}, {""version"": ""1.12.1"", ""no"": 3}, {""version"": ""1.14.11"", ""no"": 1}, {""version"": ""1.4.0"", ""no"": 0}, {""version"": ""1.10.0"", ""no"": 2}, {""version"": ""1.3.7"", ""no"": 1}, {""version"": ""1.18.6"", ""no"": 3}, {""version"": ""1.17.4"", ""no"": 4}, {""version"": ""1.14.7"", ""no"": 0}, {""version"": ""1.14.12"", ""no"": 1}, {""version"": ""1.18.4"", ""no"": 6}, {""version"": ""1.17.2"", ""no"": 0}, {""version"": ""1.18.7"", ""no"": 0}, {""version"": ""1.13.3"", ""no"": 1}, {""version"": ""1.2.1"", ""no"": 1}, {""version"": ""1.18.5"", ""no"": 1}, {""version"": ""1.18.2"", ""no"": 1}, {""version"": ""1.12.0"", ""no"": 0}, {""version"": ""1.18.8"", ""no"": 0}]",0
1.14.12,5577,nodemon,TRUE,2018-02-01 22:52:12 UTC,1,https://github.com/remy/nodemon/commit/33fa6f4970412a6bfa12ff357f44dfebf0ad63c7,https://libraries.io/npm/nodemon/1.14.12,github,1,,,,3,5,3,5,5,5,3,2023-07-09T11:01:23.703Z,5,5,5,939,189,1,"[{""version"": ""2.0.4"", ""no"": 32}, {""version"": ""1.18.11"", ""no"": 2}, {""version"": ""1.18.10"", ""no"": 6}, {""version"": ""1.19.4"", ""no"": 15}, {""version"": ""2.0.2"", ""no"": 37}, {""version"": ""1.18.9"", ""no"": 5}, {""version"": ""1.19.3"", ""no"": 3}, {""version"": ""2.0.3"", ""no"": 8}, {""version"": ""1.17.5"", ""no"": 6}, {""version"": ""1.19.1"", ""no"": 14}, {""version"": ""1.17.3"", ""no"": 5}, {""version"": ""1.19.2"", ""no"": 3}, {""version"": ""2.0.1"", ""no"": 0}, {""version"": ""1.11.0"", ""no"": 18}, {""version"": ""1.19.0"", ""no"": 3}, {""version"": ""1.9.1"", ""no"": 1}, {""version"": ""1.15.1"", ""no"": 0}, {""version"": ""1.18.3"", ""no"": 6}, {""version"": ""1.12.1"", ""no"": 3}, {""version"": ""1.14.11"", ""no"": 1}, {""version"": ""1.4.0"", ""no"": 0}, {""version"": ""1.10.0"", ""no"": 2}, {""version"": ""1.3.7"", ""no"": 1}, {""version"": ""1.18.6"", ""no"": 3}, {""version"": ""1.17.4"", ""no"": 4}, {""version"": ""1.14.7"", ""no"": 0}, {""version"": ""1.14.12"", ""no"": 1}, {""version"": ""1.18.4"", ""no"": 6}, {""version"": ""1.17.2"", ""no"": 0}, {""version"": ""1.18.7"", ""no"": 0}, {""version"": ""1.13.3"", ""no"": 1}, {""version"": ""1.2.1"", ""no"": 1}, {""version"": ""1.18.5"", ""no"": 1}, {""version"": ""1.18.2"", ""no"": 1}, {""version"": ""1.12.0"", ""no"": 0}, {""version"": ""1.18.8"", ""no"": 0}]",0
1.14.11,5577,nodemon,TRUE,2018-01-11 11:05:52 UTC,1,https://github.com/remy/nodemon/commit/4be493ca0d79be98ffe7160588148b0cc1575c79,https://libraries.io/npm/nodemon/1.14.11,github,1,,,,3,5,3,5,5,5,3,2023-07-09T11:01:23.703Z,5,5,5,939,189,1,"[{""version"": ""2.0.4"", ""no"": 32}, {""version"": ""1.18.11"", ""no"": 2}, {""version"": ""1.18.10"", ""no"": 6}, {""version"": ""1.19.4"", ""no"": 15}, {""version"": ""2.0.2"", ""no"": 37}, {""version"": ""1.18.9"", ""no"": 5}, {""version"": ""1.19.3"", ""no"": 3}, {""version"": ""2.0.3"", ""no"": 8}, {""version"": ""1.17.5"", ""no"": 6}, {""version"": ""1.19.1"", ""no"": 14}, {""version"": ""1.17.3"", ""no"": 5}, {""version"": ""1.19.2"", ""no"": 3}, {""version"": ""2.0.1"", ""no"": 0}, {""version"": ""1.11.0"", ""no"": 18}, {""version"": ""1.19.0"", ""no"": 3}, {""version"": ""1.9.1"", ""no"": 1}, {""version"": ""1.15.1"", ""no"": 0}, {""version"": ""1.18.3"", ""no"": 6}, {""version"": ""1.12.1"", ""no"": 3}, {""version"": ""1.14.11"", ""no"": 1}, {""version"": ""1.4.0"", ""no"": 0}, {""version"": ""1.10.0"", ""no"": 2}, {""version"": ""1.3.7"", ""no"": 1}, {""version"": ""1.18.6"", ""no"": 3}, {""version"": ""1.17.4"", ""no"": 4}, {""version"": ""1.14.7"", ""no"": 0}, {""version"": ""1.14.12"", ""no"": 1}, {""version"": ""1.18.4"", ""no"": 6}, {""version"": ""1.17.2"", ""no"": 0}, {""version"": ""1.18.7"", ""no"": 0}, {""version"": ""1.13.3"", ""no"": 1}, {""version"": ""1.2.1"", ""no"": 1}, {""version"": ""1.18.5"", ""no"": 1}, {""version"": ""1.18.2"", ""no"": 1}, {""version"": ""1.12.0"", ""no"": 0}, {""version"": ""1.18.8"", ""no"": 0}]",0
1.13.3,5577,nodemon,TRUE,2017-12-16 01:22:17 UTC,1,https://github.com/remy/nodemon/commit/1171fc1a9aa6028e8d0c2aa6defe30f799ee4242,https://libraries.io/npm/nodemon/1.13.3,github,1,,,,3,5,3,5,5,5,3,2023-07-09T11:01:23.703Z,5,5,5,939,189,1,"[{""version"": ""2.0.4"", ""no"": 32}, {""version"": ""1.18.11"", ""no"": 2}, {""version"": ""1.18.10"", ""no"": 6}, {""version"": ""1.19.4"", ""no"": 15}, {""version"": ""2.0.2"", ""no"": 37}, {""version"": ""1.18.9"", ""no"": 5}, {""version"": ""1.19.3"", ""no"": 3}, {""version"": ""2.0.3"", ""no"": 8}, {""version"": ""1.17.5"", ""no"": 6}, {""version"": ""1.19.1"", ""no"": 14}, {""version"": ""1.17.3"", ""no"": 5}, {""version"": ""1.19.2"", ""no"": 3}, {""version"": ""2.0.1"", ""no"": 0}, {""version"": ""1.11.0"", ""no"": 18}, {""version"": ""1.19.0"", ""no"": 3}, {""version"": ""1.9.1"", ""no"": 1}, {""version"": ""1.15.1"", ""no"": 0}, {""version"": ""1.18.3"", ""no"": 6}, {""version"": ""1.12.1"", ""no"": 3}, {""version"": ""1.14.11"", ""no"": 1}, {""version"": ""1.4.0"", ""no"": 0}, {""version"": ""1.10.0"", ""no"": 2}, {""version"": ""1.3.7"", ""no"": 1}, {""version"": ""1.18.6"", ""no"": 3}, {""version"": ""1.17.4"", ""no"": 4}, {""version"": ""1.14.7"", ""no"": 0}, {""version"": ""1.14.12"", ""no"": 1}, {""version"": ""1.18.4"", ""no"": 6}, {""version"": ""1.17.2"", ""no"": 0}, {""version"": ""1.18.7"", ""no"": 0}, {""version"": ""1.13.3"", ""no"": 1}, {""version"": ""1.2.1"", ""no"": 1}, {""version"": ""1.18.5"", ""no"": 1}, {""version"": ""1.18.2"", ""no"": 1}, {""version"": ""1.12.0"", ""no"": 0}, {""version"": ""1.18.8"", ""no"": 0}]",0
1.12.1,5577,nodemon,TRUE,2017-09-15 06:43:18 UTC,1,,https://libraries.io/npm/nodemon/1.12.1,librariesio,3,,,,3,5,3,5,5,5,3,2023-07-09T08:45:14.215Z,5,5,5,34298,189,3,"[{""version"": ""2.0.4"", ""no"": 32}, {""version"": ""1.18.11"", ""no"": 2}, {""version"": ""1.18.10"", ""no"": 6}, {""version"": ""1.19.4"", ""no"": 15}, {""version"": ""2.0.2"", ""no"": 37}, {""version"": ""1.18.9"", ""no"": 5}, {""version"": ""1.19.3"", ""no"": 3}, {""version"": ""2.0.3"", ""no"": 8}, {""version"": ""1.17.5"", ""no"": 6}, {""version"": ""1.19.1"", ""no"": 14}, {""version"": ""1.17.3"", ""no"": 5}, {""version"": ""1.19.2"", ""no"": 3}, {""version"": ""2.0.1"", ""no"": 0}, {""version"": ""1.11.0"", ""no"": 18}, {""version"": ""1.19.0"", ""no"": 3}, {""version"": ""1.9.1"", ""no"": 1}, {""version"": ""1.15.1"", ""no"": 0}, {""version"": ""1.18.3"", ""no"": 6}, {""version"": ""1.12.1"", ""no"": 3}, {""version"": ""1.14.11"", ""no"": 1}, {""version"": ""1.4.0"", ""no"": 0}, {""version"": ""1.10.0"", ""no"": 2}, {""version"": ""1.3.7"", ""no"": 1}, {""version"": ""1.18.6"", ""no"": 3}, {""version"": ""1.17.4"", ""no"": 4}, {""version"": ""1.14.7"", ""no"": 0}, {""version"": ""1.14.12"", ""no"": 1}, {""version"": ""1.18.4"", ""no"": 6}, {""version"": ""1.17.2"", ""no"": 0}, {""version"": ""1.18.7"", ""no"": 0}, {""version"": ""1.13.3"", ""no"": 1}, {""version"": ""1.2.1"", ""no"": 1}, {""version"": ""1.18.5"", ""no"": 1}, {""version"": ""1.18.2"", ""no"": 1}, {""version"": ""1.12.0"", ""no"": 0}, {""version"": ""1.18.8"", ""no"": 0}]",0
1.12.0,5577,nodemon,TRUE,2017-09-04 19:45:50 UTC,1,,https://libraries.io/npm/nodemon/1.12.0,librariesio,0,,,,3,5,3,5,5,5,3,2023-07-09T08:45:14.215Z,5,5,5,34298,189,0,"[{""version"": ""2.0.4"", ""no"": 32}, {""version"": ""1.18.11"", ""no"": 2}, {""version"": ""1.18.10"", ""no"": 6}, {""version"": ""1.19.4"", ""no"": 15}, {""version"": ""2.0.2"", ""no"": 37}, {""version"": ""1.18.9"", ""no"": 5}, {""version"": ""1.19.3"", ""no"": 3}, {""version"": ""2.0.3"", ""no"": 8}, {""version"": ""1.17.5"", ""no"": 6}, {""version"": ""1.19.1"", ""no"": 14}, {""version"": ""1.17.3"", ""no"": 5}, {""version"": ""1.19.2"", ""no"": 3}, {""version"": ""2.0.1"", ""no"": 0}, {""version"": ""1.11.0"", ""no"": 18}, {""version"": ""1.19.0"", ""no"": 3}, {""version"": ""1.9.1"", ""no"": 1}, {""version"": ""1.15.1"", ""no"": 0}, {""version"": ""1.18.3"", ""no"": 6}, {""version"": ""1.12.1"", ""no"": 3}, {""version"": ""1.14.11"", ""no"": 1}, {""version"": ""1.4.0"", ""no"": 0}, {""version"": ""1.10.0"", ""no"": 2}, {""version"": ""1.3.7"", ""no"": 1}, {""version"": ""1.18.6"", ""no"": 3}, {""version"": ""1.17.4"", ""no"": 4}, {""version"": ""1.14.7"", ""no"": 0}, {""version"": ""1.14.12"", ""no"": 1}, {""version"": ""1.18.4"", ""no"": 6}, {""version"": ""1.17.2"", ""no"": 0}, {""version"": ""1.18.7"", ""no"": 0}, {""version"": ""1.13.3"", ""no"": 1}, {""version"": ""1.2.1"", ""no"": 1}, {""version"": ""1.18.5"", ""no"": 1}, {""version"": ""1.18.2"", ""no"": 1}, {""version"": ""1.12.0"", ""no"": 0}, {""version"": ""1.18.8"", ""no"": 0}]",0
1.11.0,5577,nodemon,TRUE,2016-10-06 18:56:13 UTC,1,https://github.com/remy/nodemon/commit/2cd85b1f609e9749d19afcdbd71368e6ab063f9d,https://libraries.io/npm/nodemon/1.11.0,github,18,,,,3,5,3,5,5,5,3,2023-07-09T11:01:23.703Z,5,5,5,939,189,18,"[{""version"": ""2.0.4"", ""no"": 32}, {""version"": ""1.18.11"", ""no"": 2}, {""version"": ""1.18.10"", ""no"": 6}, {""version"": ""1.19.4"", ""no"": 15}, {""version"": ""2.0.2"", ""no"": 37}, {""version"": ""1.18.9"", ""no"": 5}, {""version"": ""1.19.3"", ""no"": 3}, {""version"": ""2.0.3"", ""no"": 8}, {""version"": ""1.17.5"", ""no"": 6}, {""version"": ""1.19.1"", ""no"": 14}, {""version"": ""1.17.3"", ""no"": 5}, {""version"": ""1.19.2"", ""no"": 3}, {""version"": ""2.0.1"", ""no"": 0}, {""version"": ""1.11.0"", ""no"": 18}, {""version"": ""1.19.0"", ""no"": 3}, {""version"": ""1.9.1"", ""no"": 1}, {""version"": ""1.15.1"", ""no"": 0}, {""version"": ""1.18.3"", ""no"": 6}, {""version"": ""1.12.1"", ""no"": 3}, {""version"": ""1.14.11"", ""no"": 1}, {""version"": ""1.4.0"", ""no"": 0}, {""version"": ""1.10.0"", ""no"": 2}, {""version"": ""1.3.7"", ""no"": 1}, {""version"": ""1.18.6"", ""no"": 3}, {""version"": ""1.17.4"", ""no"": 4}, {""version"": ""1.14.7"", ""no"": 0}, {""version"": ""1.14.12"", ""no"": 1}, {""version"": ""1.18.4"", ""no"": 6}, {""version"": ""1.17.2"", ""no"": 0}, {""version"": ""1.18.7"", ""no"": 0}, {""version"": ""1.13.3"", ""no"": 1}, {""version"": ""1.2.1"", ""no"": 1}, {""version"": ""1.18.5"", ""no"": 1}, {""version"": ""1.18.2"", ""no"": 1}, {""version"": ""1.12.0"", ""no"": 0}, {""version"": ""1.18.8"", ""no"": 0}]",0
1.10.0,5577,nodemon,TRUE,2016-07-25 21:24:00 UTC,1,https://github.com/remy/nodemon/commit/ee110add5399829021ebe53c17cb4dd006d3e5e4,https://libraries.io/npm/nodemon/1.10.0,github,2,,,,3,5,3,5,5,5,3,2023-07-09T11:01:23.703Z,5,5,5,939,189,2,"[{""version"": ""2.0.4"", ""no"": 32}, {""version"": ""1.18.11"", ""no"": 2}, {""version"": ""1.18.10"", ""no"": 6}, {""version"": ""1.19.4"", ""no"": 15}, {""version"": ""2.0.2"", ""no"": 37}, {""version"": ""1.18.9"", ""no"": 5}, {""version"": ""1.19.3"", ""no"": 3}, {""version"": ""2.0.3"", ""no"": 8}, {""version"": ""1.17.5"", ""no"": 6}, {""version"": ""1.19.1"", ""no"": 14}, {""version"": ""1.17.3"", ""no"": 5}, {""version"": ""1.19.2"", ""no"": 3}, {""version"": ""2.0.1"", ""no"": 0}, {""version"": ""1.11.0"", ""no"": 18}, {""version"": ""1.19.0"", ""no"": 3}, {""version"": ""1.9.1"", ""no"": 1}, {""version"": ""1.15.1"", ""no"": 0}, {""version"": ""1.18.3"", ""no"": 6}, {""version"": ""1.12.1"", ""no"": 3}, {""version"": ""1.14.11"", ""no"": 1}, {""version"": ""1.4.0"", ""no"": 0}, {""version"": ""1.10.0"", ""no"": 2}, {""version"": ""1.3.7"", ""no"": 1}, {""version"": ""1.18.6"", ""no"": 3}, {""version"": ""1.17.4"", ""no"": 4}, {""version"": ""1.14.7"", ""no"": 0}, {""version"": ""1.14.12"", ""no"": 1}, {""version"": ""1.18.4"", ""no"": 6}, {""version"": ""1.17.2"", ""no"": 0}, {""version"": ""1.18.7"", ""no"": 0}, {""version"": ""1.13.3"", ""no"": 1}, {""version"": ""1.2.1"", ""no"": 1}, {""version"": ""1.18.5"", ""no"": 1}, {""version"": ""1.18.2"", ""no"": 1}, {""version"": ""1.12.0"", ""no"": 0}, {""version"": ""1.18.8"", ""no"": 0}]",0
